20250001,2025-06-11T15:12:22.470986
20250002,2025-06-11T15:12:36.758446
20250003,2025-06-11T15:12:50.922396
20250004,2025-06-11T15:13:06.334246
20250005,2025-06-11T15:13:18.296609
20250006,2025-06-11T15:13:28.429708
20250007,2025-06-11T15:13:40.679685
20250008,2025-06-11T15:13:52.672865
20250009,2025-06-11T15:14:07.706978
20250010,2025-06-11T15:14:24.841373
20250011,2025-06-11T15:14:39.177324
20250012,2025-06-11T15:14:51.926726
20250013,2025-06-11T15:15:04.301675
20250014,2025-06-11T15:15:16.668652
20250015,2025-06-11T15:15:29.874160
20250016,2025-06-11T15:15:45.481335
20250017,2025-06-11T15:15:59.166509
20250018,2025-06-11T15:16:14.256951
20250019,2025-06-11T15:16:28.640797
20250020,2025-06-11T15:16:42.021535
20250021,2025-06-11T15:16:56.275115
20250022,2025-06-11T15:17:09.686702
20250023,2025-06-11T15:17:23.157454
20250024,2025-06-11T15:17:35.348394
20250025,2025-06-11T15:17:47.420978
20250026,2025-06-11T15:18:01.070959
20250027,2025-06-11T15:18:14.839036
20250028,2025-06-11T15:18:28.110252
20250029,2025-06-11T15:18:40.889493
20250030,2025-06-11T15:18:54.064606
20250031,2025-06-11T15:19:06.444736
20250032,2025-06-11T15:19:20.727516
20250033,2025-06-11T15:19:32.650029
20250034,2025-06-11T15:19:46.025147
20250035,2025-06-11T15:20:00.049043
20250036,2025-06-11T15:20:11.509084
20250037,2025-06-11T15:20:24.938433
20250038,2025-06-11T15:20:35.989640
20250040,2025-06-11T15:21:04.091674
20250046,2025-06-11T15:22:40.150709
20250048,2025-06-11T15:23:12.148343
20250049,2025-06-11T15:23:25.823400
20250050,2025-06-11T15:23:42.374952
20250051,2025-06-11T15:23:55.807838
20250053,2025-06-11T15:24:22.620220
20250054,2025-06-11T15:24:35.244038
20250055,2025-06-11T15:24:49.219670
20250056,2025-06-11T15:30:37.813431
20250057,2025-06-11T15:30:50.715517
20250058,2025-06-11T15:31:04.851055
20250059,2025-06-11T15:31:18.510606
20250060,2025-06-11T15:31:33.493960
20250063,2025-06-11T15:32:20.027218
20250064,2025-06-11T15:32:36.055841
20250065,2025-06-11T15:32:49.244061
20250066,2025-06-11T15:33:02.157127
20250067,2025-06-11T15:33:14.065802
20250068,2025-06-11T15:33:26.775347
20250069,2025-06-11T15:33:38.109323
20250070,2025-06-11T15:33:54.356459
20250071,2025-06-11T15:34:09.682197
20250072,2025-06-11T15:34:23.804213
20250073,2025-06-11T15:34:41.929968
20250074,2025-06-11T15:34:57.236294
20250075,2025-06-11T15:35:12.369679
20250076,2025-06-11T15:35:26.543735
20250077,2025-06-11T15:35:41.627761
20250078,2025-06-11T15:35:54.784995
20250079,2025-06-11T15:36:09.902951
20250080,2025-06-11T15:36:20.841880
20250081,2025-06-11T15:36:33.778314
20250082,2025-06-11T15:36:44.865733
20250083,2025-06-11T15:36:56.710852
20250084,2025-06-11T15:37:09.558767
20250085,2025-06-11T15:37:23.629950
20250086,2025-06-11T15:37:37.076270
20250087,2025-06-11T15:37:51.181430
20250088,2025-06-11T15:38:02.195288
20250089,2025-06-11T15:38:12.840826
20250090,2025-06-11T15:38:27.115155
20250091,2025-06-11T15:38:42.200101
20250092,2025-06-11T15:38:55.647697
20250092,2025-06-11T15:40:46.387182
20250095,2025-06-11T15:41:26.570109
20250096,2025-06-11T15:41:39.714547
20250097,2025-06-11T15:41:53.908967
20250098,2025-06-11T15:42:04.499878
20250099,2025-06-11T15:42:18.386961
20250100,2025-06-11T15:42:31.638272
20250101,2025-06-11T15:42:43.668642
20250102,2025-06-11T15:42:54.998726
20250103,2025-06-11T15:43:06.451272
20250105,2025-06-11T15:43:33.598835
20250106,2025-06-11T15:43:47.585154
20250107,2025-06-11T15:44:00.968223
20250108,2025-06-11T15:44:14.769272
20250110,2025-06-11T15:44:40.948740
20250111,2025-06-11T15:44:52.509419
20250112,2025-06-11T15:45:05.455012
20250113,2025-06-11T15:45:18.707935
20250115,2025-06-11T15:45:42.585844
20250116,2025-06-11T15:45:55.116450
20250117,2025-06-11T15:46:08.884630
20250118,2025-06-11T15:46:20.878931
20250119,2025-06-11T15:46:32.759351
20250120,2025-06-11T15:46:47.714572
20250121,2025-06-11T15:47:03.034540
20250122,2025-06-11T15:47:15.931737
20250123,2025-06-11T15:47:30.336600
20250124,2025-06-11T15:47:42.362213
20250125,2025-06-11T15:47:54.006122
20250126,2025-06-11T15:48:05.760819
20250127,2025-06-11T15:48:18.294872
20250128,2025-06-11T15:48:30.172212
20250129,2025-06-11T15:48:43.026980
20250130,2025-06-11T15:48:57.049324
20250131,2025-06-11T15:49:12.012492
20250134,2025-06-11T15:49:52.564024
20250135,2025-06-11T15:50:06.286606
20250136,2025-06-11T15:50:22.731283
20250137,2025-06-11T15:50:35.464125
20250138,2025-06-11T15:50:48.537938
20250139,2025-06-11T15:51:00.769582
20250140,2025-06-11T15:51:14.424055
20250141,2025-06-11T15:51:28.555984
20250142,2025-06-11T15:51:40.464883
20250143,2025-06-11T15:51:54.391472
20250144,2025-06-11T15:52:06.024069
20250145,2025-06-11T15:52:17.865203
20250146,2025-06-11T15:52:29.607749
20250147,2025-06-11T15:52:42.949735
20250148,2025-06-11T15:52:54.305306
20250149,2025-06-11T15:53:08.652221
20250150,2025-06-11T15:53:20.122134
20250151,2025-06-11T15:53:33.790782
20250152,2025-06-11T15:53:46.637252
20250153,2025-06-11T15:54:02.613416
20250154,2025-06-11T15:54:18.486265
20250155,2025-06-11T15:54:36.058870
20250156,2025-06-11T15:54:52.837582
20250157,2025-06-11T15:55:08.099365
20250158,2025-06-11T15:55:23.922300
20250159,2025-06-11T15:55:39.662311
20250160,2025-06-11T15:55:55.578657
20250161,2025-06-11T15:56:09.713636
20250162,2025-06-11T15:56:24.867568
20250163,2025-06-11T15:56:41.024963
20250164,2025-06-11T15:56:54.533868
20250165,2025-06-11T15:57:07.265860
20250166,2025-06-11T15:57:21.750723
20250167,2025-06-11T15:57:34.773178
20250168,2025-06-11T15:57:47.335163
20250169,2025-06-11T15:57:59.104413
20250170,2025-06-11T15:58:10.779966
20250171,2025-06-11T15:58:24.320928
20250172,2025-06-11T15:58:38.347661
